,acc_date,acc_id_seed_donor_number,acc_id_seq_num,alkali_tolerance,altitude,apiculus_color,apiculus_color_post_harv,auricle_color,awn_color,awn_presence,bacterial_blight,basal_color,blade_color,blade_pub,blast,cold_tolerance,collar_color,collection_number,culm_angle,culm_diam,culm_length,culm_num,culm_strength,cultural_type,days_to_flower,days_to_head,days_to_mat,days_to_maturity,district,donor_country,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,elogation,endosperm_color,endosperm_type,fao_in_trust,flag_leaf_angle,flat_leaf_angle,flood_tolerance,grain_len,grain_wid,internode_color,latitude,leaf_angle,leaf_length,leaf_senescence,leaf_texture,leaf_width,lemma_and_palea_color,lemma_and_palea_pub,lemma_color,lemma_color_at_anthesis,ligule_color,ligule_shape,lingule_pub,longitude,multilateral_system,node_color,panicle,panicle_axis,panicle_exerion,panicle_shattering,panicle_thesability,pedigree,previous_name,province,rice_blast,salt_tolerance,seat_coat_color,secondary_branching,seed_coat_color,seedling_height,sheath_blight,source_country,special_traits,species_name,spikelet_fertility,status,stigma_color,subpopulation,town,tungro_virus,varietal_group,variety_group_from_morph,variety_name,village,zinc_def_1
127379,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,GAO LIANG ZAO::IRGC 59563-1,,X
127383,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,GENG 77-4::IRGC 59321-1,,X
128384,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,MA SHE 8::IRGC 62750-1,,X
127840,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,TAI ZHOU XIAN::IRGC 59912-1,,X
128499,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,WAN GENG BAI DAO TOU::IRGC 59948-1,,X
128303,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,GONG SHE 9::IRGC 62693-1,,X
127350,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,E 4197::IRGC 68004-1,,X
128291,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,FEI ZHAO 12::IRGC 62683-1,,X
127920,5/1/2012,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,4583::IRGC 36894-2,,X
128284,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,DUAN SHEN ZI::IRGC 73962-1,,X
127369,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,FI LAI FENG::IRGC 7288-1,,X
128312,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,HUA 24::IRGC 82127-1,,X
127460,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,JIE CAO ZHAN::IRGC 70305-1,,X
128364,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,LIGEN 2::IRGC 82398-1,,X
128365,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,LIJIAN 942::IRGC 82399-1,,X
128367,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,LITCHIKIANG::IRGC 7287-1,,X
128371,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,LU TAO 2::IRGC 1175-1,,X
128194,5/1/2012,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,TSAO SIAO PEH TAO::IRGC 8265-2,,X
128509,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,YUNLEN 13::IRGC 82402-1,,X
125610,5/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,FU LI HONG::IRGC 70250-1,,X
125726,11/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,DENG DENG QI::IRGC 72036-1,,X
127904,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,YI LI ZHONG::IRGC 67382-1,,X
125758,11/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,HAN NUO::IRGC 82350-1,,X
122241,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,SANGHAI::GERVEX 1264-C1,,X
127467,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,JUAN YE LAI::IRGC 61825-1,,X
127345,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CHINA,,O. sativa,X,,X,A,,0,,,DU GEN CHUAN::IRGC 70083-1,,X
128444,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,R 762::IRGC 70531-1,,X
126955,3/26/2013,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,COLOMBIA XXI::G1,,X
120992,1/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 346-111-2-1F::IRGC 117341-1,,X
125989,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 370-42-1-1F-C-1::IRGC 117343-1,,X
125988,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 370-38-1-1F-C4-2::IRGC 117342-1,,X
126030,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 318-11-9-2A::IRGC 117340-1,,X
125990,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 411-1-6-1F-A::IRGC 117344-1,,X
120993,1/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 659-1-2-2-2::IRGC 117345-1,,X
125960,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 9506-18-7-1T-2::IRGC 116973-1,,X
120991,1/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,IRGA 318-11-6-9-2B::IRGC 117339-1,,X
125713,11/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CICA 9::IRGC 53079-1,,X
120922,1/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 9737-6-1-1-2-2P-M::IRGC 117330-1,,X
122025,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 6510-24-1-2::C1,,X
126957,3/26/2013,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,FEDEARROZ 50::G1,,X
127757,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,R 582::IRGC 70504-1,,X
122024,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 58::GERVEX 1491-C1,,X
122022,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 23::GERVEX 1488-C1,,X
122023,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 36::GERVEX 1489-C1,,X
127370,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,FORTUNA BLANCO (SAN MARCOS)::IRGC 50764-1,,X
122011,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CICA 8::C1,,X
122018,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CNA 7\BO\1\1>33-13-6-1::C1,,X
125714,11/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,COLOMBIA 1::IRGC 116970-1,,X
122021,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,COLOMBIA,,O. sativa,X,,X,A,,0,,,CT 13582-15-5-M::C1,,X
125949,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CUBA,,O. sativa,X,,X,A,,0,,,AMISTAD 82::IRGC 116954-1,,X
127680,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CUBA,,O. sativa,X,,X,A,,0,,,NIRA PRIETO::IRGC 51145-1,,X
125966,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CUBA,,O. sativa,X,,X,A,,0,,,IA CUBA 17::IRGC 116990-1,,X
125962,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,CUBA,,O. sativa,X,,X,A,,0,,,ECIA 24-107-1::IRGC 116978-1,,X
126066,11/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,DOMINICAN REPUBLIC,,O. sativa,X,,X,A,,0,,,JUMA 62::IRGC 117011-1,,X
127050,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,ECUADOR,,O. sativa,X,,X,A,,0,,,INIAP 6::IRGC 117002-1,,X
126080,11/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,ECUADOR,,O. sativa,X,,X,A,,0,,,PICO NEGRO::IRGC 55849-1,,X
125969,5/1/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,ECUADOR,,O. sativa,X,,X,A,,0,,,INIAP 10::IRGC 117000-1,,X
127269,5/1/2011,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,ECUADOR,,O. sativa,X,,X,A,,0,,,CHATO::IRGC 55825-1,,X
122234,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,EGYPT,,O. sativa,X,,X,A,,0,,,SAKHA 103::GERVEX 1688-C1,,X
122060,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,EGYPT,,O. sativa,X,,X,A,,0,,,GIZA 178::GERVEX 1681-C1,,X
122233,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,EGYPT,,O. sativa,X,,X,A,,0,,,SAKHA 102::GERVEX 1687-C1,,X
125818,11/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FIJI,,O. sativa,X,,X,A,,0,,,LALKA (LAL DHAN)::IRGC 64946-1,,X
122168,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,MERLE::GERVEX 1685-C1,,X
122303,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,DELTA::GERVEX 1519-C1,,X
121968,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,ARLESIENNE::GERVEX 1530-C1,,X
122013,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,CIGALON::GERVEX 1514-C1,,X
121995,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,CALENDAL::GERVEX 1516-C1,,X
126113,5/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,68-2::IRGC 14546-1,,X
125725,11/1/2009,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,DELITUS::IRGC 5769-1,,X
122070,1/28/2010,,,X,,X,X,,X,X,,,,,,X,,,,X,X,0,X,,X,,0,0,,FRANCE,X,X,X,X,X,X,X,X,X,X,,,,X,X,X,0,0,X,0,,,X,,X,X,X,X,,,,,0,Yes,,X,X,X,X,X,,,,,X,X,X,,,,FRANCE,,O. sativa,X,,X,A,,0,,,GRAAL::GERVEX 1682-C1,,X
